,term,coursename,coursesection,Instructor,courseid,book_needed,book_name,book_author,book_edition,book_pubtime,book_ISBN
8,Term: Winter 18 | ,Name: AST        010S            | ,Section: ALL               | ,"Instructor: VALENTI, S | ",Course ID:                 | ,Required                 ,COSMIC PERSPECT.:SOLAR SYSTEM          ,Author: BENNETT       ,Edition: 8TH 17 ,Published Date: 2017,ISBN: 9780134073811
9,Term: Winter 18 | ,Name: AST        010S            | ,Section: ALL               | ,"Instructor: VALENTI, S | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
10,Term: Winter 18 | ,Name: ATM        111             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,FORECASTING THE WEATHER                ,Author: ATM 111       ,Edition: ,Published Date: NA,ISBN: 2810050078663
11,Term: Winter 18 | ,Name: ATM        111             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,MIDLATITUDE SYNOPTIC METEROLOGY        ,Author: LACKMANN      ,Edition: 15     ,Published Date: 2015,ISBN: 9781878220103
12,Term: Winter 18 | ,Name: ATM        121A            | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,INTRO.TO DYNAMIC METEOROLOGY           ,Author: HOLTON        ,Edition: 5TH 13 ,Published Date: 2013,ISBN: 9780123848666
13,Term: Winter 18 | ,Name: ATM        128             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,FIRST COURSE IN ATMOSPHERIC RADIATION  ,Author: PETTY         ,Edition: 2ND 06 ,Published Date: 2006,ISBN: 9780972903318
14,Term: Winter 18 | ,Name: ATM        133             | ,Section: ALL               | ,Instructor:  | ,Course ID:                 | ,Required                 ,ATM 133/233 BIOMETEOROLOGY             ,Author: SNYDER        ,Edition: ,Published Date: NA,ISBN: 000000000000 
15,Term: Winter 18 | ,Name: BAX        442             | ,Section: 001               | ,"Instructor: Naik, Prasad | ",Course ID: 74467           | ,Required                 ,*PRINCIPLES OF BUSINESS FORECASTING    ,Author: ORD J. K.     ,Edition: ,Published Date: NA,ISBN: 9781133584407
16,Term: Winter 18 | ,Name: BAX        452             | ,Section: 001               | ,"Instructor: Gift, Noah | ",Course ID: 74468           | ,Required                 ,PYTHON MACHINE LEARNING                ,Author: SEBASTIAN RASC,Edition: 2ND    ,Published Date: NA,ISBN: 9781787125933
17,Term: Winter 18 | ,Name: BAX        452             | ,Section: 001               | ,"Instructor: Gift, Noah | ",Course ID: 74468           | ,Required                 ,STATISTICAL REGRESSION AND CLASSIFICATI,Author: NORMAN MATLOFF,Edition: ,Published Date: NA,ISBN: 9781498710916
18,Term: Winter 18 | ,Name: BIM        106             | ,Section: ALL               | ,"Instructor: TAN , C | ",Course ID:                 | ,Required                 ,TRANSPORT PHENOMENA IN BIOLOGICAL SYST.,Author: TRUSKEY       ,Edition: 2ND 09 ,Published Date: 2009,ISBN: 9780131569881
19,Term: Winter 18 | ,Name: BIM        111             | ,Section: ALL               | ,"Instructor: MARCU, L | ",Course ID:                 | ,Optional                 ,MEDICAL INSTRUMENTATION                ,Author: WEBSTER       ,Edition: 4TH 10 ,Published Date: 2010,ISBN: 9780471676003
20,Term: Winter 18 | ,Name: BIM        141             | ,Section: 001               | ,"Instructor: Simon, Scott | ",Course ID: 45213           | ,Required                 ,BIOMECHANICS                           ,Author: OOMENS        ,Edition: 09     ,Published Date: 2009,ISBN: 9780521172967
21,Term: Winter 18 | ,Name: BIM        144             | ,Section: 001               | ,"Instructor: Srinivasan, Vivek | ",Course ID: 74875           | ,Optional                 ,FUNDAMENTALS OF BIOMEDICAL OPTICS      ,Author: BOUDOUX       ,Edition: ,Published Date: NA,ISBN: 9781366446190
22,Term: Winter 18 | ,Name: BIM        189C            | ,Section: 001               | ,"Instructor: Silva, Eduardo | ",Course ID: 45216           | ,Optional                 ,MATERIALS SCI.+ENGR.:INTRO.-TEXT       ,Author: CALLISTER     ,Edition: 9TH 14 ,Published Date: 2014,ISBN: 9781118324578
23,Term: Winter 18 | ,Name: BIS        002A            | ,Section: ALL               | ,"Instructor: IGO, M | ",Course ID:                 | ,Required                 ,BIS 2A DISCUSSION MANUAL               ,Author: REGENTS       ,Edition: ,Published Date: NA,ISBN: 9781524950026
24,Term: Winter 18 | ,Name: BIS        002B            | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,BIS 2B LAB MANUAL                      ,Author: UNIV OF CALIF ,Edition: THIRD  ,Published Date: NA,ISBN: 9781524905217
25,Term: Winter 18 | ,Name: BIS        002B            | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,"LIFE, THE SCIENCE OF BIOLOGY (CUSTOM FO",Author: SADAVA        ,Edition: 11     ,Published Date: 2011,ISBN: 9781319167097
26,Term: Winter 18 | ,Name: BIS        002B            | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Optional                 ,"UC DAVIS BIO ATLAS 7E, CUSTOM          ",Author: MORTON PUB    ,Edition: 1      ,Published Date: NA,ISBN: 9781617312182
27,Term: Winter 18 | ,Name: BIS        002C            | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
28,Term: Winter 18 | ,Name: BIS        002C            | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,INTRODUCTORY BIOLOGY:BIS 2C LAB.MANUAL ,Author: REGENTS CAL-DA,Edition: 4TH 15 ,Published Date: 2015,ISBN: 9781465283948
29,Term: Winter 18 | ,Name: BIS        002C            | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,LIFE (CUSTOM) W/LAUNCHPAD              ,Author: SADAVA        ,Edition: 11     ,Published Date: 2011,ISBN: 9781319167127
30,Term: Winter 18 | ,Name: BIS        002C            | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Optional                 ,"UC DAVIS BIO ATLAS 7E, CUSTOM          ",Author: MORTON PUB    ,Edition: 1      ,Published Date: NA,ISBN: 9781617312182
31,Term: Winter 18 | ,Name: BIS        011             | ,Section: 001               | ,"Instructor: Champagne, Connie | ",Course ID: 45494           | ,Required                 ,LIFE (CUSTOM) W/LAUNCHPAD              ,Author: SADAVA        ,Edition: 11     ,Published Date: 2011,ISBN: 9781319167127
32,Term: Winter 18 | ,Name: BIS        101             | ,Section: 001               | ,"Instructor: Ellefson Crowder, Ma | ",Course ID: 45513           | ,Optional                 ,INTRO.TO GENETIC ANALYSIS              ,Author: GRIFFITHS     ,Edition: 11TH 15,Published Date: 2015,ISBN: 9781464109485
33,Term: Winter 18 | ,Name: BIS        101             | ,Section: 002               | ,"Instructor: Nord, Alexander | ",Course ID: 45514           | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
34,Term: Winter 18 | ,Name: BIS        101             | ,Section: 003               | ,"Instructor: Comai, Luca | ",Course ID: 45515           | ,Required                 ,GENETICS:CONCEPTUAL APPR.              ,Author: PIERCE        ,Edition: 6TH 17 ,Published Date: 2017,ISBN: 9781319050962
35,Term: Winter 18 | ,Name: BIS        101             | ,Section: 004               | ,"Instructor: Comai, Luca | ",Course ID: 74414           | ,Required                 ,GENETICS:CONCEPTUAL APPR.              ,Author: PIERCE        ,Edition: 6TH 17 ,Published Date: 2017,ISBN: 9781319050962
36,Term: Winter 18 | ,Name: BIS        102             | ,Section: 001               | ,"Instructor: Monfared, Mona | ",Course ID: 45532           | ,Required                 ,LEHNINGER PRIN.OF BIOCHEMISTRY         ,Author: NELSON        ,Edition: 7TH 17 ,Published Date: 2017,ISBN: 9781464126116
37,Term: Winter 18 | ,Name: BIS        102             | ,Section: 003               | ,"Instructor: Wilson, David | ",Course ID: 74413           | ,Required                 ,LEHNINGER PRIN.OF BIOCHEMISTRY         ,Author: NELSON        ,Edition: 7TH 17 ,Published Date: 2017,ISBN: 9781464126116
38,Term: Winter 18 | ,Name: BIS        102             | ,Section: 003               | ,"Instructor: Wilson, David | ",Course ID: 74413           | ,Special Order Only       ,PRINCIPLES OF BIOCHEMISTRY ACCESS CODE ,Author: NELSON        ,Edition: ,Published Date: NA,ISBN: 9781464109669
39,Term: Winter 18 | ,Name: BIS        103             | ,Section: 001               | ,"Instructor: Fiehn, Oliver | ",Course ID: 45534           | ,Required                 ,BIS 103 LECTURE NOTES W17              ,Author: FIEHN         ,Edition: ,Published Date: NA,ISBN: 000000000000 
40,Term: Winter 18 | ,Name: BIS        103             | ,Section: 001               | ,"Instructor: Fiehn, Oliver | ",Course ID: 45534           | ,Required                 ,LEHNINGER PRIN.OF BIOCHEMISTRY         ,Author: NELSON        ,Edition: 7TH 17 ,Published Date: 2017,ISBN: 9781464126116
41,Term: Winter 18 | ,Name: BIS        104             | ,Section: 002               | ,"Instructor: Lin, Su-Ju | ",Course ID: 45537           | ,Required                 ,MOLECULAR BIOLOGY OF CELL              ,Author: ALBERTS       ,Edition: 6TH 15 ,Published Date: 2015,ISBN: 9780815344322
42,Term: Winter 18 | ,Name: BIS        105             | ,Section: 001               | ,"Instructor: Hilt, Kenneth | ",Course ID: 45539           | ,Required                 ,BIOCHEMICAL CALCULATIONS               ,Author: SEGEL         ,Edition: 2ND 76 ,Published Date: 1976,ISBN: 9780471774211
43,Term: Winter 18 | ,Name: BIS        105             | ,Section: 001               | ,"Instructor: Hilt, Kenneth | ",Course ID: 45539           | ,Optional                 ,BIOCHEMISTRY                           ,Author: VOET          ,Edition: 4TH 11 ,Published Date: 2011,ISBN: 9780470570951
44,Term: Winter 18 | ,Name: BIS        105             | ,Section: 001               | ,"Instructor: Hilt, Kenneth | ",Course ID: 45539           | ,Optional                 ,LEHNINGER PRIN.OF BIOCHEMISTRY         ,Author: NELSON        ,Edition: 7TH 17 ,Published Date: 2017,ISBN: 9781464126116
1,Term: Winter 18 | ,Name: ASA        114             | ,Section: 001               | ,"Instructor: Kim, Richard | ",Course ID: 74205           | ,Required                 ,ASIAN DIASPORAS                        ,Author: PARRENAS      ,Edition: 08     ,Published Date: 2008,ISBN: 9780804752442
2,Term: Winter 18 | ,Name: ASA        189B            | ,Section: 001               | ,"Instructor: Min, Susette | ",Course ID: 74186           | ,Required                 ,DOGEATERS                              ,Author: HAGEDORN      ,Edition: 91     ,Published Date: 1991,ISBN: 9780140149043
3,Term: Winter 18 | ,Name: ASA        189B            | ,Section: 001               | ,"Instructor: Min, Susette | ",Course ID: 74186           | ,Required                 ,PERSONAL DAYS                          ,Author: PARK          ,Edition: 08     ,Published Date: 2008,ISBN: 9780812978575
4,Term: Winter 18 | ,Name: ASA        189B            | ,Section: 001               | ,"Instructor: Min, Susette | ",Course ID: 74186           | ,Required                 ,SALT FISH GIRL                         ,Author: LAI           ,Edition: 12     ,Published Date: 2012,ISBN: 9780887623820
5,Term: Winter 18 | ,Name: ASA        189B            | ,Section: 001               | ,"Instructor: Min, Susette | ",Course ID: 74186           | ,Required                 ,TALE FOR THE TIME BEING                ,Author: OZEKI         ,Edition: 13     ,Published Date: 2013,ISBN: 9780143124870
6,Term: Winter 18 | ,Name: ASA        189B            | ,Section: 001               | ,"Instructor: Min, Susette | ",Course ID: 74186           | ,Required                 ,TROPIC OF ORANGE                       ,Author: YAMASHITA     ,Edition: 97     ,Published Date: 1997,ISBN: 9781566890649
7,Term: Winter 18 | ,Name: AST        010G            | ,Section: ALL               | ,"Instructor: FASSNACHT, C | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
8,Term: Winter 18 | ,Name: AST        010S            | ,Section: ALL               | ,"Instructor: VALENTI, S | ",Course ID:                 | ,Required                 ,COSMIC PERSPECT.:SOLAR SYSTEM          ,Author: BENNETT       ,Edition: 8TH 17 ,Published Date: 2017,ISBN: 9780134073811
9,Term: Winter 18 | ,Name: AST        010S            | ,Section: ALL               | ,"Instructor: VALENTI, S | ",Course ID:                 | ,Required                 ,ICLICKER/REEF PACKAGE                  ,Author: ICLICKER      ,Edition: ,Published Date: NA,ISBN: 9781319149628
10,Term: Winter 18 | ,Name: ATM        111             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,FORECASTING THE WEATHER                ,Author: ATM 111       ,Edition: ,Published Date: NA,ISBN: 2810050078663
11,Term: Winter 18 | ,Name: ATM        111             | ,Section: ALL               | ,Instructor: TBD | ,Course ID:                 | ,Required                 ,MIDLATITUDE SYNOPTIC METEROLOGY        ,Author: LACKMANN      ,Edition: 15     ,Published Date: 2015,ISBN: 9781878220103
